subject,response,entry_number,response_times,domain
8BL6X7AX,lil baby,7,3400,musicians
8BL6X7AX,backseatlovers,8,9382,musicians
8BL6X7AX,harry styles,9,5388,musicians
8BL6X7AX,taylorswisft,10,5858,musicians
8BL6X7AX,caleb,11,7604,musicians
8BL6X7AX,Lebron,1,7651,sportspersons
8BL6X7AX,kobe,2,2104,sportspersons
8BL6X7AX,messi,3,1468,sportspersons
8BL6X7AX,ronaldo,4,1787,sportspersons
8JEQ20SU,Dog,1,16033.5,animals
8JEQ20SU,cat,2,3284.1,animals
8JEQ20SU,cow,3,1159.7,animals
8JEQ20SU,pig,4,4479.1,animals
8JEQ20SU,sheep,5,1554.7,animals
8JEQ20SU,goat,6,4145.7,animals
8JEQ20SU,chicken,7,3463.1,animals
8JEQ20SU,duck,8,3634.5,animals
8JEQ20SU,turkey,9,3267.4,animals
8JEQ20SU,goose,10,3397.9,animals
8JEQ20SU,rabbit,11,4099.6,animals
8JEQ20SU,deer,12,3896.6,animals
8JEQ20SU,elk,13,3368,animals
8JEQ20SU,William Shakespeare,1,27175.3,authors
8JEQ20SU,Jane Austen,2,4833.1,authors
8JEQ20SU,Charles Dickens,3,4903.9,authors
8JEQ20SU,Mark Twain,4,5972.1,authors
8JEQ20SU,Scott Fitzgerald,5,4269.5,authors
8JEQ20SU,Franz Kafka,6,7992.7,authors
8JEQ20SU,chemistry,1,4920,college_majors
8JEQ20SU,biology,2,2595.9,college_majors
8JEQ20SU,math,3,1981.3,college_majors
8JEQ20SU,english,4,2491.9,college_majors
8JEQ20SU,psychology,5,17495.4,college_majors
8JEQ20SU,sociology,6,3100.3,college_majors
8JEQ20SU,physics,7,10022.1,college_majors
8JEQ20SU,Taylor Swift,1,23824.5,musicians
8JEQ20SU,Bruno Mars,2,5307.5,musicians
8JEQ20SU,The Weeknd,3,3977.2,musicians
8JEQ20SU,Harry Styles,4,5755.3,musicians
8JEQ20SU,Lady Gaga,5,3619.2,musicians
8JEQ20SU,Katy Perry,6,3926.3,musicians
8JEQ20SU,Olivia Rodrigo,7,4109.3,musicians
8JEQ20SU,Adele,8,7186.5,musicians
8JEQ20SU,"Lionel Messi, Cristiano Ronaldo, Neymar, Kylian Mbappe, Erling Haaland, Luka Modric, Zinedine Zidane, David Beckham, Ronaldinho, Pele, Diego Maradon",1,54515.9,sportspersons
8PAKX1OM,fish,1,2121,animals
8PAKX1OM,bird,2,1008,animals
8PAKX1OM,dog,3,1074,animals
8PAKX1OM,cat,4,681,animals
8PAKX1OM,kangaroo,5,5563,animals
8PAKX1OM,squirrel,6,2709,animals
8PAKX1OM,snail,7,1333,animals
8PAKX1OM,whale,8,2591,animals
8PAKX1OM,norwhal,9,1718,animals
8PAKX1OM,beluga,10,3067,animals
8PAKX1OM,orca,11,2870,animals
8PAKX1OM,frog,12,2513,animals
8PAKX1OM,hedgehog,13,2196,animals
8PAKX1OM,chipmunk,14,6325,animals
8PAKX1OM,snake,15,2303,animals
8PAKX1OM,bat,16,2619,animals
8PAKX1OM,bloodhound,17,5678,animals
8PAKX1OM,flamingo,18,6796,animals
8PAKX1OM,horse,19,5237,animals
8PAKX1OM,Peter michaelson,1,6369,authors
8PAKX1OM,Agatha christie,2,3435,authors
8PAKX1OM,Kristy dallas alley,3,7955,authors
8PAKX1OM,Richard alley,4,2412,authors
8PAKX1OM,poe,5,3520,authors
8PAKX1OM,Steven king,6,4926,authors
8PAKX1OM,bronte,7,6281,authors
8PAKX1OM,suzanne collins,8,16333,authors
8PAKX1OM,ray bradbery,9,4135,authors
8PAKX1OM,anthropology,1,2575,college_majors
8PAKX1OM,sociology,2,2735,college_majors
8PAKX1OM,psychology,3,2664,college_majors
8PAKX1OM,econ,4,1252,college_majors
8PAKX1OM,math,5,929,college_majors
8PAKX1OM,urban studies,6,6768,college_majors
8PAKX1OM,english,7,5274,college_majors
8PAKX1OM,music,8,1110,college_majors
8PAKX1OM,EOS,9,1881,college_majors
8PAKX1OM,arabic,10,3034,college_majors
8PAKX1OM,french,11,1206,college_majors
8PAKX1OM,italian,12,2467,college_majors
8PAKX1OM,spanish,13,2018,college_majors
8PAKX1OM,romance languages,14,5212,college_majors
8PAKX1OM,Latinx studies,15,3496,college_majors
8PAKX1OM,artic studies,16,7426,college_majors
8PAKX1OM,philosophy,17,4117,college_majors
8PAKX1OM,bio,18,2174,college_majors
8PAKX1OM,billie eilish,1,3380,musicians
8PAKX1OM,finneas,2,2109,musicians
8PAKX1OM,Olivia rodrigo,3,5809,musicians
8PAKX1OM,Taylor swift,4,5592,musicians
8PAKX1OM,haim,5,2922,musicians
8PAKX1OM,the Jonas brothers,6,4148,musicians
8PAKX1OM,Lizzy mcalpine,7,5325,musicians
8PAKX1OM,yana,8,1967,musicians
8PAKX1OM,the goo goo dolls,9,6356,musicians
8PAKX1OM,perry,10,6666,musicians
8PAKX1OM,amber riley,11,2470,musicians
8PAKX1OM,Kevin mchale,12,1964,musicians
8PAKX1OM,lai michale,13,5434,musicians
8PAKX1OM,Jonathan gross,14,3873,musicians
8PAKX1OM,Lebron james,1,19450,sportspersons
8PAKX1OM,Stephen curry,2,5299,sportspersons
8PAKX1OM,shaq,3,2209,sportspersons
8PAKX1OM,tiger woods,4,3348,sportspersons
8PAKX1OM,kobe,5,6315,sportspersons
8PAKX1OM,Michael phelps,6,9168,sportspersons
8PAKX1OM,lochne,7,6667,sportspersons
8ZC5BFHF,squirrel,1,1835.9,animals
8ZC5BFHF,chipmunk,2,1634.3,animals
8ZC5BFHF,zebra,3,1803.3,animals
8ZC5BFHF,giraffe,4,1586.1,animals
8ZC5BFHF,dog,5,667,animals
8ZC5BFHF,cat,6,871.6,animals
8ZC5BFHF,lion,7,2225.4,animals
8ZC5BFHF,jaguar,8,1716.4,animals
8ZC5BFHF,cougar,9,1669.6,animals
8ZC5BFHF,cheetah,10,3776.6,animals
8ZC5BFHF,dolphin,11,2166.9,animals
8ZC5BFHF,fish,12,1065.4,animals
8ZC5BFHF,shark,13,1113,animals
8ZC5BFHF,lizard,14,3506,animals
8ZC5BFHF,horse,15,2310.7,animals
8ZC5BFHF,cow,16,1020.4,animals
8ZC5BFHF,pig,17,1041.3,animals
8ZC5BFHF,chicken,18,2041.4,animals
8ZC5BFHF,turkey,19,1333.6,animals
8ZC5BFHF,donkey,20,1116.7,animals
8ZC5BFHF,mule,21,880,animals
8ZC5BFHF,orca,22,4374.8,animals
8ZC5BFHF,rabbit,23,2624.7,animals
8ZC5BFHF,guinea pig,24,2179,animals
8ZC5BFHF,hamster,25,2068.2,animals
8ZC5BFHF,ferret,26,2677.9,animals
8ZC5BFHF,mink,27,2149.9,animals
8ZC5BFHF,moose,28,2204.8,animals
8ZC5BFHF,deer,29,928.7,animals
8ZC5BFHF,hawk,30,1791.7,animals
8ZC5BFHF,eagle,31,2227.7,animals
8ZC5BFHF,roald dahl,1,2162.3,authors
8ZC5BFHF,jk rowling,2,2047.5,authors
8ZC5BFHF,shell silverstein,3,3500.6,authors
8ZC5BFHF,abu lughod,4,1987.8,authors
8ZC5BFHF,colleen hoover,5,8094.5,authors
8ZC5BFHF,emily henry,6,3892.6,authors
8ZC5BFHF,michelle obama,7,3824.5,authors
8ZC5BFHF,bell hooke,8,12311,authors
8ZC5BFHF,lorber,9,10755.8,authors
8ZC5BFHF,math,1,1111,college_majors
8ZC5BFHF,econ,2,945.1,college_majors
8ZC5BFHF,business,3,1529,college_majors
8ZC5BFHF,accounting,4,3008.8,college_majors
8ZC5BFHF,english,5,1716.2,college_majors
8ZC5BFHF,visual arts,6,2254.3,college_majors
8ZC5BFHF,performing arts,7,2933.6,college_majors
8ZC5BFHF,hispanic studies,8,4133,college_majors
8ZC5BFHF,french,9,2361.9,college_majors
8ZC5BFHF,religion,10,2710.7,college_majors
8ZC5BFHF,biology,11,2607.1,college_majors
8ZC5BFHF,biochemistry,12,2590.6,college_majors
8ZC5BFHF,chemistry,13,2896.1,college_majors
8ZC5BFHF,earth and ocean studies,14,4787.8,college_majors
8ZC5BFHF,anthropology,15,7208.6,college_majors
8ZC5BFHF,sociology,16,1857.5,college_majors
8ZC5BFHF,physcology,17,3599.8,college_majors
8ZC5BFHF,neuroscience,18,3371.1,college_majors
8ZC5BFHF,computer science,19,3895.9,college_majors
8ZC5BFHF,role model,1,1928.1,musicians
8ZC5BFHF,lorde,2,1087.6,musicians
8ZC5BFHF,taylor swift,3,2016.7,musicians
8ZC5BFHF,ed sheeran,4,1703.4,musicians
8ZC5BFHF,caamp,5,1625,musicians
8ZC5BFHF,sumbuck,6,1616,musicians
8ZC5BFHF,mt. joy,7,2574.7,musicians
8ZC5BFHF,sammy rae and the friends,8,7305.5,musicians
8ZC5BFHF,lake street dive,9,5771,musicians
8ZC5BFHF,couch,10,2150.2,musicians
8ZC5BFHF,melt,11,1791.5,musicians
8ZC5BFHF,sierra ferrell,12,3254,musicians
8ZC5BFHF,conan gray,13,8721.2,musicians
8ZC5BFHF,sabrina carpenter,14,4424.7,musicians
8ZC5BFHF,ariana grande,15,3139.8,musicians
8ZC5BFHF,drake,16,2676.1,musicians
8ZC5BFHF,kendrick lamar,17,2779.5,musicians
8ZC5BFHF,kanye west,18,3033.1,musicians
8ZC5BFHF,mikaela shiffrin,1,3915.1,sportspersons
8ZC5BFHF,lindsey vonn,2,3047.5,sportspersons
8ZC5BFHF,gus schumacher,3,4898.3,sportspersons
8ZC5BFHF,johannes klaebo,4,4603.9,sportspersons
8ZC5BFHF,jess diggins,5,2561.7,sportspersons
8ZC5BFHF,julia kearns,6,5446.5,sportspersons
8ZC5BFHF,michael phelps,7,6833.5,sportspersons
8ZC5BFHF,katie ledecky,8,3208.1,sportspersons
8ZC5BFHF,allie raisman,9,5091.6,sportspersons
8ZC5BFHF,simone biles,10,2212.3,sportspersons
8ZC5BFHF,serena williams,11,7279.6,sportspersons
8ZC5BFHF,venus williams,12,3621.7,sportspersons
8ZC5BFHF,michael jordan,13,4802.9,sportspersons
97N7CQ49,Elephant,1,2405,animals
97N7CQ49,Tiger,2,1085.9,animals
97N7CQ49,Kangaroo,3,2215.7,animals
97N7CQ49,Bunny,4,2130.7,animals
97N7CQ49,Possum,5,6721,animals
97N7CQ49,Echidna,6,3644.7,animals
97N7CQ49,Porcupine,7,3232.8,animals
97N7CQ49,Rat,8,1987.9,animals
97N7CQ49,Turtle,9,3244,animals
97N7CQ49,Zebra,10,8183.1,animals
97N7CQ49,Lion,11,1438.8,animals
97N7CQ49,Bear,12,2094.6,animals
97N7CQ49,Horse,13,6105.6,animals
97N7CQ49,Dog,14,3077.4,animals
97N7CQ49,Cat,15,943,animals
97N7CQ49,Lizard,16,3049.3,animals
97N7CQ49,Kazuo Ishigiro,1,4405.9,authors
97N7CQ49,Dr. Seuss,2,5550,authors
97N7CQ49,Rick Riordan,3,11399.6,authors
97N7CQ49,Leigh Bardugo,4,10923.1,authors
97N7CQ49,JK Rowling,5,3982,authors
97N7CQ49,C.E Lewis,6,8422.7,authors
97N7CQ49,Asian Studies,1,2438.6,college_majors
97N7CQ49,Education,2,2318.7,college_majors
97N7CQ49,Mathematics,3,1914.3,college_majors
97N7CQ49,Envirnomental Studies,4,3464,college_majors
97N7CQ49,Earth and Oceanographic Studies,5,10369.2,college_majors
97N7CQ49,Hispanic Studies,6,7235.7,college_majors
97N7CQ49,Anthropology,7,3166.6,college_majors
97N7CQ49,Chemistry,8,3779.7,college_majors
97N7CQ49,Biology,9,3546.6,college_majors
97N7CQ49,Physics,10,1341.2,college_majors
97N7CQ49,History,11,5443.5,college_majors
97N7CQ49,Classics,12,1222.5,college_majors
97N7CQ49,English,13,3798.8,college_majors
97N7CQ49,Francophone,14,3615.4,college_majors
97N7CQ49,Africana,15,4535.7,college_majors
97N7CQ49,Taylor Swift,1,7839.4,musicians
97N7CQ49,Harry Styles,2,2827.4,musicians
97N7CQ49,Billie Eilish,3,3304.2,musicians
97N7CQ49,Bad Bunny,4,9978,musicians
97N7CQ49,Kendrick Lamar,5,3961.9,musicians
97N7CQ49,Drake,6,2161,musicians
97N7CQ49,Sia,7,4466.7,musicians
97N7CQ49,Selena Gomez,8,21083.1,musicians
97N7CQ49,Sabrina,9,4288.6,musicians
97N7CQ49,Lionel Messi,1,3766.6,sportspersons
97N7CQ49,Lebron James,2,2589.3,sportspersons
97N7CQ49,Tom Brady,3,8905.9,sportspersons
97N7CQ49,Critiano Ronaldo,4,29891.5,sportspersons
97N7CQ49,Serena williams,5,5173.1,sportspersons
97N7CQ49,Micheal Jordan,6,6225.8,sportspersons
9KZ4Q91O,green jay,1,1463.9,animals
9KZ4Q91O,blue jay,2,1279.7,animals
9KZ4Q91O,northern cardinal,3,1506.2,animals
9KZ4Q91O,northern flicker,4,1225.1,animals
9KZ4Q91O,western meadowlark,5,1537,animals
9KZ4Q91O,eastern meadowlark,6,2090.5,animals
9KZ4Q91O,downy woodpecker,7,2000.2,animals
9KZ4Q91O,red-headed woodpecker,8,2851.4,animals
9KZ4Q91O,song sparrow,9,4178.6,animals
9KZ4Q91O,house sparrow,10,1263,animals
9KZ4Q91O,california towhee,11,3362,animals
9KZ4Q91O,spotted towhee,12,2279.4,animals
9KZ4Q91O,bullfrog,13,2534.4,animals
9KZ4Q91O,red-eyed vireo,14,6845.6,animals
9KZ4Q91O,warbling vireo,15,1370.3,animals
9KZ4Q91O,brown-headed belican,16,5703.9,animals
9KZ4Q91O,anna's hummingbird,17,2633.8,animals
9KZ4Q91O,rufous-backed hummingbird,18,3473.4,animals
9KZ4Q91O,yellow warbler,19,3854.7,animals
9KZ4Q91O,black and white warbler,20,1751,animals
9KZ4Q91O,magnolia warbler,21,6285.2,animals
9KZ4Q91O,savannah brown,1,2318.3,authors
9KZ4Q91O,kate elizabeth russell,2,4426.5,authors
9KZ4Q91O,jung,3,666.7,authors
9KZ4Q91O,campbell,4,1700.2,authors
9KZ4Q91O,freud,5,3353.9,authors
9KZ4Q91O,bell hooks,6,1733.8,authors
9KZ4Q91O,nabokov,7,14101.4,authors
9KZ4Q91O,murakami,8,5486.4,authors
9KZ4Q91O,sakaya murata,9,7448.1,authors
9KZ4Q91O,oscar wilde,10,6971.7,authors
9KZ4Q91O,anne frank,11,9833.3,authors
9KZ4Q91O,business,1,1752.4,college_majors
9KZ4Q91O,marketing,2,1046,college_majors
9KZ4Q91O,media studies,3,1646.4,college_majors
9KZ4Q91O,cinema studies,4,1431.8,college_majors
9KZ4Q91O,biology,5,1238.6,college_majors
9KZ4Q91O,environmental science,6,2141.2,college_majors
9KZ4Q91O,environmental studies,7,1615.8,college_majors
9KZ4Q91O,bioinformatics,8,1579.6,college_majors
9KZ4Q91O,evolutionary and ecological biology,9,5063.3,college_majors
9KZ4Q91O,chemistry,10,3848.7,college_majors
9KZ4Q91O,biochemistry,11,1218.8,college_majors
9KZ4Q91O,archaeology,12,1464.3,college_majors
9KZ4Q91O,anthropology,13,1636.4,college_majors
9KZ4Q91O,sociology,14,1225.9,college_majors
9KZ4Q91O,psychology,15,1480,college_majors
9KZ4Q91O,physics,16,4642.1,college_majors
9KZ4Q91O,biophysics,17,5334.8,college_majors
9KZ4Q91O,civil engineering,18,2566.4,college_majors
9KZ4Q91O,electrical and computer engineering,19,4229.8,college_majors
9KZ4Q91O,bioengineering,20,10431.9,college_majors
9KZ4Q91O,mechanical engineering,21,2834.6,college_majors
9KZ4Q91O,bach,1,1074.8,musicians
9KZ4Q91O,strauss,2,1307.5,musicians
9KZ4Q91O,debussy,3,1218.6,musicians
9KZ4Q91O,mozart,4,1067.8,musicians
9KZ4Q91O,vivaldi,5,1824.1,musicians
9KZ4Q91O,beethoven,6,7800.4,musicians
9KZ4Q91O,philip glass,7,20811.3,musicians
9KZ4Q91O,tchaikovsky,8,14625.5,musicians
9KZ4Q91O,mendelsson,9,3966.7,musicians
9KZ4Q91O,twoset violin,10,4441.4,musicians
9KZ4Q91O,michael jordan,1,4265.2,sportspersons
9KZ4Q91O,tom brady,2,5286,sportspersons
9KZ4Q91O,tiger woods,3,35641.9,sportspersons
9O2ABUMY,Monkey,1,3196,animals
9O2ABUMY,Sealiion,2,2999,animals
9O2ABUMY,Antelope,3,6419,animals
9O2ABUMY,Ant,4,2608,animals
9O2ABUMY,Cat,5,2438,animals
9O2ABUMY,Dog,6,996,animals
9O2ABUMY,Elephant,7,3486,animals
9O2ABUMY,Horse,8,3298,animals
9O2ABUMY,Mule,9,2168,animals
9O2ABUMY,Rabbit,10,6931,animals
9O2ABUMY,Fox,11,1232,animals
9O2ABUMY,Bull,12,5818,animals
9O2ABUMY,Gecko,13,4299,animals
9O2ABUMY,Chameleon,14,3635,animals
9O2ABUMY,Snake,15,9385,animals
9O2ABUMY,Zora Neale Hurston,1,6068,authors
9O2ABUMY,Bell Hooks,2,5958,authors
9O2ABUMY,Toni Morrison,3,3679,authors
9O2ABUMY,Octavia Butler,4,6116,authors
9O2ABUMY,Dr. Suess,5,9286,authors
9O2ABUMY,Stephen King,6,13654,authors
9O2ABUMY,Poli Sci,1,3691,college_majors
9O2ABUMY,Communications,2,2991,college_majors
9O2ABUMY,Economics,3,7054,college_majors
9O2ABUMY,Nursing,4,5533,college_majors
9O2ABUMY,English,5,5300,college_majors
9O2ABUMY,Math,6,4733,college_majors
9O2ABUMY,Physics,7,4934,college_majors
9O2ABUMY,Neuroscience,8,7939,college_majors
9O2ABUMY,Environmental Science,9,5333,college_majors
9O2ABUMY,Anthropology,10,6613,college_majors
9O2ABUMY,Ariana Grande,1,5517,musicians
9O2ABUMY,Whitney Houston,2,5199,musicians
9O2ABUMY,Beyonce,3,5902,musicians
9O2ABUMY,Stevie Wonder,4,5900,musicians
9O2ABUMY,Rihanna,5,4624,musicians
9O2ABUMY,Prince,6,6541,musicians
9O2ABUMY,Michael Jackson,7,5155,musicians
9O2ABUMY,Bruno Mars,8,15367,musicians
9O2ABUMY,Michael Jordan,1,5246,sportspersons
9O2ABUMY,Angel Reese,2,3985,sportspersons
9O2ABUMY,Larry Bird,3,3111,sportspersons
9O2ABUMY,Serena Williams,4,7092,sportspersons
9O2ABUMY,Venus Williams,5,3888,sportspersons
9O2ABUMY,Jackie Robinson,6,9083,sportspersons
9O2ABUMY,Dwayne Wade,7,11832,sportspersons
9O2ABUMY,Kobe Bryant,8,6263,sportspersons
9O2ABUMY,Kyrie Irving,9,5786,sportspersons
A5YUTA1F,Ant,1,1068,animals
A5YUTA1F,goat,2,1117,animals
A5YUTA1F,cow,3,799,animals
A5YUTA1F,pig,4,1553,animals
A5YUTA1F,elephant,5,1868,animals
A5YUTA1F,salmon,6,2394,animals
A5YUTA1F,trout,7,2260,animals
A5YUTA1F,tiger,8,2443,animals
A5YUTA1F,lion,9,1680,animals
A5YUTA1F,panther,10,1973,animals
A5YUTA1F,skunk,11,1352,animals
A5YUTA1F,hippo,12,1844,animals
A5YUTA1F,stork,13,4355,animals
A5YUTA1F,seagull,14,1932,animals
A5YUTA1F,pigeon,15,2574,animals
A5YUTA1F,boar,16,3009,animals
A5YUTA1F,elk,17,1131,animals
A5YUTA1F,reindeer,18,3148,animals
A5YUTA1F,dog,19,1120,animals
A5YUTA1F,wolf,20,997,animals
A5YUTA1F,possum,21,4170,animals
A5YUTA1F,giraffe,22,8446,animals
A5YUTA1F,badger,23,3809,animals
A5YUTA1F,raccoon,24,3319,animals
A5YUTA1F,JJ Rowling,1,13430,authors
A5YUTA1F,DCS,1,2104,college_majors
A5YUTA1F,Comp Sci,2,4090,college_majors
A5YUTA1F,Political Sci,3,3063,college_majors
A5YUTA1F,Biochem,4,1895,college_majors
A5YUTA1F,Chem,5,1172,college_majors
A5YUTA1F,Physics,6,2746,college_majors
A5YUTA1F,Math,7,1642,college_majors
A5YUTA1F,Education,8,1817,college_majors
A5YUTA1F,English,9,2027,college_majors
A5YUTA1F,Art History,10,5323,college_majors
A5YUTA1F,Anthropology,11,5324,college_majors
A5YUTA1F,Cinema Studies,12,3416,college_majors
A5YUTA1F,Statistics,13,2419,college_majors
A5YUTA1F,Business,14,2150,college_majors
A5YUTA1F,Finance,15,4230,college_majors
A5YUTA1F,Economics,16,4283,college_majors
A5YUTA1F,Classics,17,5093,college_majors
A5YUTA1F,Drake,1,1805,musicians
A5YUTA1F,Mozart,2,2457,musicians
A5YUTA1F,Avicii,3,3333,musicians
A5YUTA1F,Eagles,4,2039,musicians
A5YUTA1F,Beatles,5,3197,musicians
A5YUTA1F,Taylor Swift,6,4975,musicians
A5YUTA1F,NSync,7,22271,musicians
A5YUTA1F,Major Lazer,8,9525,musicians
A5YUTA1F,Tiger Woods,1,3128,sportspersons
A5YUTA1F,Michael Phelps,2,4973,sportspersons
A5YUTA1F,Michael Jordan,3,4626,sportspersons
A5YUTA1F,Steph Curry,4,7864,sportspersons
A5YUTA1F,Lin Lie,5,7410,sportspersons
A5YUTA1F,Usain Bolt,6,7125,sportspersons
A5YUTA1F,Tom Brady,7,20528,sportspersons
AJVNZ9CE,cat,1,2039.4,animals
AJVNZ9CE,dog,2,898,animals
AJVNZ9CE,mouse,3,1102.7,animals
AJVNZ9CE,rat,4,641.1,animals
AJVNZ9CE,giraffe,5,2632.1,animals
AJVNZ9CE,hamster,6,2710.6,animals
AJVNZ9CE,human,7,1390.8,animals
AJVNZ9CE,girbile,8,2141.8,animals
AJVNZ9CE,horse,9,1754.2,animals
AJVNZ9CE,pony,10,1404.1,animals
AJVNZ9CE,panda,11,6740.8,animals
AJVNZ9CE,black bear,12,4658.9,animals
AJVNZ9CE,polar bear,13,2199.6,animals
AJVNZ9CE,grizzly bear,14,3451.2,animals
AJVNZ9CE,birds,15,5558.3,animals
AJVNZ9CE,parrot,16,1232.2,animals
AJVNZ9CE,moose,17,2172.6,animals
AJVNZ9CE,deer,18,1728.7,animals
AJVNZ9CE,racoon,19,2819.2,animals
AJVNZ9CE,monkey,20,4698.3,animals
AJVNZ9CE,red monkey,21,2174,animals
AJVNZ9CE,snake,22,5044.6,animals
AJVNZ9CE,albert camus,1,3806,authors
AJVNZ9CE,jk rowling,2,20163,authors
AJVNZ9CE,george orwell,3,18815.1,authors
AJVNZ9CE,biology,1,2761.2,college_majors
AJVNZ9CE,chemistry,2,1912.7,college_majors
AJVNZ9CE,data science,3,2236,college_majors
AJVNZ9CE,poltical science,4,3650.6,college_majors
AJVNZ9CE,government,5,1587.6,college_majors
AJVNZ9CE,law,6,891.8,college_majors
AJVNZ9CE,hsitory,7,2186.4,college_majors
AJVNZ9CE,art history,8,2446.5,college_majors
AJVNZ9CE,european history,9,3168.2,college_majors
AJVNZ9CE,psychology,10,6437,college_majors
AJVNZ9CE,philosophy,11,4529.7,college_majors
AJVNZ9CE,kinesiology,12,10408.5,college_majors
AJVNZ9CE,economics,13,2050.3,college_majors
AJVNZ9CE,education,14,1627.5,college_majors
AJVNZ9CE,computer science,15,8825.7,college_majors
AJVNZ9CE,math,16,1222.4,college_majors
AJVNZ9CE,statistics,17,2424.1,college_majors
AJVNZ9CE,sabrina carpenter,1,7506.8,musicians
AJVNZ9CE,future,2,1703.4,musicians
AJVNZ9CE,drake,3,1038.6,musicians
AJVNZ9CE,kendrik lamar,4,3792,musicians
AJVNZ9CE,bad bunny,5,2544.3,musicians
AJVNZ9CE,taylor swift,6,2910.7,musicians
AJVNZ9CE,gracie abrams,7,2267.6,musicians
AJVNZ9CE,lil uzi vert,8,5957.6,musicians
AJVNZ9CE,fleetwood mac,9,3484.3,musicians
AJVNZ9CE,luke combs,10,3901,musicians
AJVNZ9CE,the eagles,11,2721.1,musicians
AJVNZ9CE,the beatles,12,1960.6,musicians
AJVNZ9CE,the chicks,13,1699.8,musicians
AJVNZ9CE,lil yachty,14,5299.5,musicians
AJVNZ9CE,41,15,1214.8,musicians
AJVNZ9CE,pop smoke,16,3571.6,musicians
AJVNZ9CE,young melly,17,5587.8,musicians
AJVNZ9CE,stephan curry,1,4872.8,sportspersons
AJVNZ9CE,kobe bryant,2,2189.9,sportspersons
AJVNZ9CE,kevin durant,3,3259.9,sportspersons
AJVNZ9CE,lebron james,4,2862,sportspersons
AJVNZ9CE,venice williams,5,3286.6,sportspersons
AJVNZ9CE,serena williams,6,2541.2,sportspersons
AJVNZ9CE,elena delle don,7,7628.9,sportspersons
AJVNZ9CE,paige buekers,8,4482.1,sportspersons
AJVNZ9CE,azzi fudd,9,2528.3,sportspersons
AJVNZ9CE,jenny finch,10,20270.9,sportspersons
AWO2EA8Q,dog,1,1224,animals
AWO2EA8Q,cat,2,580,animals
AWO2EA8Q,bunny,3,1134,animals
AWO2EA8Q,pig,4,896,animals
AWO2EA8Q,lamb,5,904,animals
AWO2EA8Q,dinosaur,6,1097,animals
AWO2EA8Q,goat,7,2268,animals
AWO2EA8Q,snake,8,4383,animals
AWO2EA8Q,horse,9,638,animals
AWO2EA8Q,cow,10,1179,animals
AWO2EA8Q,donkey,11,1187,animals
AWO2EA8Q,axolotl,12,3807,animals
AWO2EA8Q,giraffe,13,10557,animals
AWO2EA8Q,lion,14,948,animals
AWO2EA8Q,tiger,15,1584,animals
AWO2EA8Q,cheeta,16,965,animals
AWO2EA8Q,leopard,17,1559,animals
AWO2EA8Q,zebra,18,2166,animals
AWO2EA8Q,hippo,19,1928,animals
AWO2EA8Q,wildebeest,20,4575,animals
AWO2EA8Q,meerkat,21,7127,animals
AWO2EA8Q,elephant,22,5897,animals
AWO2EA8Q,jk rowling,1,3090,authors
AWO2EA8Q,jazz jennings,2,8800,authors
AWO2EA8Q,ruth olujobi,3,4180,authors
AWO2EA8Q,biology,1,1225,college_majors
AWO2EA8Q,chemistry,2,825,college_majors
AWO2EA8Q,psychology,3,1294,college_majors
AWO2EA8Q,physics,4,849,college_majors
AWO2EA8Q,math,5,576,college_majors
AWO2EA8Q,computer science,6,2008,college_majors
AWO2EA8Q,neuroscience,7,1608,college_majors
AWO2EA8Q,english,8,720,college_majors
AWO2EA8Q,history,9,792,college_majors
AWO2EA8Q,government,10,1176,college_majors
AWO2EA8Q,philosophy,11,1496,college_majors
AWO2EA8Q,religion,12,3109,college_majors
AWO2EA8Q,education,13,1693,college_majors
AWO2EA8Q,math,14,1171,college_majors
AWO2EA8Q,environmental studies,15,4588,college_majors
AWO2EA8Q,anthropology,16,1492,college_majors
AWO2EA8Q,sociology,17,1189,college_majors
AWO2EA8Q,theater and dance,18,1702,college_majors
AWO2EA8Q,art,19,1025,college_majors
AWO2EA8Q,art history,20,1568,college_majors
AWO2EA8Q,asian studies,21,11604,college_majors
AWO2EA8Q,chinese,22,1099,college_majors
AWO2EA8Q,french,23,1180,college_majors
AWO2EA8Q,spanish,24,1647,college_majors
AWO2EA8Q,public health,25,2969,college_majors
AWO2EA8Q,elvis presley,1,2520,musicians
AWO2EA8Q,elton john,2,3064,musicians
AWO2EA8Q,noah kahan,3,1707,musicians
AWO2EA8Q,Taylor swift,4,2299,musicians
AWO2EA8Q,katy perry,5,5182,musicians
AWO2EA8Q,beyonce,6,1839,musicians
AWO2EA8Q,the beatles,7,10759,musicians
AWO2EA8Q,sammy rae,8,18673,musicians
AWO2EA8Q,del water gap,9,4484,musicians
AWO2EA8Q,shakira,10,7681,musicians
AWO2EA8Q,Serena williams,1,2390,sportspersons
AWO2EA8Q,venus williams,2,1796,sportspersons
AWO2EA8Q,novak djokovic,3,4622,sportspersons
AWO2EA8Q,tom brady,4,3288,sportspersons
AWO2EA8Q,Roger federer,5,8685,sportspersons
AWO2EA8Q,Andy murray,6,1757,sportspersons
AWO2EA8Q,Carlos alcaraz,7,2539,sportspersons
AWO2EA8Q,Rafael nadal,8,2555,sportspersons
AWO2EA8Q,lindsay vonn,9,1711,sportspersons
AWO2EA8Q,lia thomas,10,10510,sportspersons
AWO2EA8Q,Elena rybakina,11,6943,sportspersons
